"Study GUID","Guideline ID","Part / document","Reference ID","Reference"
"CG73ST249","CG73","","ST249","249  Lea J, Greene T, Hebert L et al. The relationship between magnitude of proteinuria reduction and risk of end-stage renal disease: results of the African American study of kidney disease and hypertension. Archives of Internal Medicine. 2005; 165(8):947–953."
"CG73ST250","CG73","","ST250","250  Agodoa LY, Appel L, Bakris GL et al. Effect of ramipril vs amlodipine on renal outcomes in hypertensive nephrosclerosis: a randomized controlled trial.[see comment]. JAMA : the Journal of the American Medical Association. 2001; 285(21):2719–2728."
"CG73ST251","CG73","","ST251","251  Hendry BM, Viberti GC, Hummel S et al. Modelling and costing the consequences of using an ACE inhibitor to slow the progression of renal failure in type I diabetic patients. QJM : monthly journal of the Association of Physicians. 1997; 90(4):277–282."
"CG73ST252","CG73","","ST252","252  Garattini L, Brunetti M, Salvioni F et al. Economic evaluation of ACE inhibitor treatment of nephropathy in patients with insulin-dependent diabetes mellitus in Italy. Pharmacoeconomics. 1997; 12(1):67–75."
"CG73ST253","CG73","","ST253","253  Rodby RA, Firth LM, Lewis EJ. An economic analysis of captopril in the treatment of diabetic nephropathy. The Collaborative Study Group. Diabetes Care. 1996; 19(10):1051–1061."
"CG73ST254","CG73","","ST254","254  Ruggenenti P, Pagano E, Tammuzzo L et al. Ramipril prolongs life and is cost effective in  chronic proteinuric nephropathies. Kidney International. 2001; 59(1):286–294."
"CG73ST255","CG73","","ST255","255  Schadlich PK, Brecht JG, Brunetti M et al. Cost effectiveness of ramipril in patients with non-diabetic nephropathy and hypertension: economic evaluation of Ramipril Efficacy in Nephropathy (REIN) Study for Germany from the perspective of statutory health insurance. Pharmacoeconomics. 2001; 19(5):497–512."
"CG73ST256","CG73","","ST256","256  van Hout BA, Simeon GP, McDonnell J et al. Economic evaluation of benazepril in chronic renal insufficiency. Kidney International – Supplement. 1997; 63:S159–S162."
"CG73ST257","CG73","","ST257","257  Hogan TJ, Elliott WJ, Seto AH et al. Antihypertensive treatment with and without benazepril in patients with chronic renal insufficiency: a US economic evaluation. Pharmacoeconomics. 2002; 20(1):37–47."
"CG73ST258","CG73","","ST258","258  Palmer AJ, Annemans L, Roze S et al. An economic evaluation of the Irbesartan in Diabetic Nephropathy Trial (IDNT) in a UK setting. Journal of Human Hypertension. 2004; 18(10):733–738."
"CG73ST259","CG73","","ST259","259  Rodby RA, Chiou CF, Borenstein J et al. The cost-effectiveness of irbesartan in the treatment of hypertensive patients with type 2 diabetic nephropathy. Clinical Therapeutics. 2003; 25(7):2102–2119."
"CG73ST260","CG73","","ST260","260  Palmer AJ, Roze S, Valentine WJ et al. Health economic implications of irbesartan plus conventional antihypertensive medications versus conventional blood pressure control alone in patients with type 2 diabetes, hypertension, and renal disease in Switzerland. Swiss Medical Weekly. 2006; 136(21–22):346–352."
"CG73ST261","CG73","","ST261","261  Coyle D, Rodby RA. Economic evaluation of the use of irbesartan and amlodipine in the treatment of diabetic nephropathy in patients with hypertension in Canada. Canadian Journal of Cardiology. 2004; 20(1):71–79."
"CG73ST262","CG73","","ST262","262  Vora J, Carides G, Robinson P. Effects of losartan-based therapy on the incidence of end-stage renal disease and associated costs in type 2 diabetes mellitus: A retrospective cost-effectiveness analysis in the United Kingdom. Current Therapeutic Research, Clinical & Experimental. 2005; 66(6):475–485."
"CG73ST263","CG73","","ST263","263  Herman WH, Shahinfar S, Carides GW et al. Losartan reduces the costs associated with diabetic end-stage renal disease: the RENAAL study economic evaluation. Diabetes Care. 2003; 26(3):683–687."
"CG73ST264","CG73","","ST264","264  Szucs TD, Sandoz MS, Keusch GW. The cost-effectiveness of losartan in type 2 diabetics with nephropathy in Switzerland—an analysis of the RENAAL study. Swiss Medical Weekly. 2004; 134(31–32):440–447."
"CG73ST265","CG73","","ST265","265  Burgess ED, Carides GW, Gerth WC et al. Losartan reduces the costs associated with nephropathy and end-stage renal disease from type 2 diabetes: Economic evaluation of the RENAAL study from a Canadian perspective. Canadian Journal of Cardiology. 2004; 20(6):613–618."
"CG73ST266","CG73","","ST266","266  Souchet T, Durand Z, I, Hannedouche T et al. An economic evaluation of Losartan therapy in type 2 diabetic patients with nephropathy: an analysis of the RENAAL study adapted to France. Diabetes & Metabolism. 2003; 29(1):29–35."
"CG73ST267","CG73","","ST267","267  Coyle D, Rodby R, Soroka S et al. Cost-effectiveness of irbesartan 300 mg given early versus late in patients with hypertension and a history of type 2 diabetes and renal disease: a Canadian perspective. Clinical Therapeutics. 2007; 29(7):1508–1523."
"CG73ST268","CG73","","ST268","268  Stafylas PC, Sarafidis PA, Grekas DM et al. A cost-effectiveness analysis of Angiotensin-converting enzyme inhibitors and Angiotensin receptor blockers in diabetic nephropathy. Journal of Clinical Hypertension. 2007; 9(10):751–759."
"CG73ST269","CG73","","ST269","269  Bakris GL, Weir MR. Angiotensin-converting enzyme inhibitor-associated elevations in serum creatinine: is this a cause for concern? Archives of Internal Medicine. 2000; 160(5):685–693."
"CG73ST270","CG73","","ST270","270  Reardon LC, Macpherson DS. Hyperkalemia in outpatients using angiotensin-converting enzyme inhibitors. How much should we worry? Archives of Internal Medicine. 1998; 158(1):26–32."
"CG73ST271","CG73","","ST271","271  Bleyer AJ, Shemanski LR, Burke GL et al. Tobacco, hypertension, and vascular disease: risk factors for renal functional decline in an older population. Kidney International. 2000; 57(5):2072–2079."
"CG73ST272","CG73","","ST272","272  Nakamura T, Kanno Y, Takenaka T et al. An angiotensin receptor blocker reduces the risk of congestive heart failure in elderly hypertensive patients with renal insufficiency. Hypertension Research – Clinical & Experimental. 2005; 28(5):415–423."
"CG73ST273","CG73","","ST273","273  Winkelmayer WC, Zhang Z, Shahinfar S et al. Efficacy and safety of angiotensin II receptor blockade in elderly patients with diabetes. Diabetes Care. 2006; 29(10):2210–2217."
"CG73ST274","CG73","","ST274","274  Frances CD, Noguchi H, Massie BM et al. Are we inhibited? Renal insufficiency should not preclude the use of ACE inhibitors for patients with myocardial infarction and depressed left ventricular function. Archives of Internal Medicine.. 2000; 160(17):2645–2650."
"CG73ST275","CG73","","ST275","275  Rocha R, Chander PN, Khanna K et al. Mineralocorticoid blockade reduces vascular injury in stroke- prone hypertensive rats. Hypertension. 1998; 31(1:Pt 2):t–8."
"CG73ST276","CG73","","ST276","276  Rocha R, Chander PN, Zuckerman A et al. Role of aldosterone in renal vascular injury in stroke-prone hypertensive rats. Hypertension. 1999; 33(1:Pt 2):t–7."
"CG73ST277","CG73","","ST277","277  Hene RJ, Boer P, Koomans HA et al. Plasma aldosterone concentrations in chronic renal disease. Kidney International. 1982; 21(1):98–101."
"CG73ST278","CG73","","ST278","278  Walker WG. Hypertension-related renal injury: a major contributor to end-stage renal disease. American Journal of Kidney Diseases. 1993; 22(1):164–173."
"CG73ST279","CG73","","ST279","279  Rosenberg ME, Salahudeen AK, Hostetter TH. Dietary protein and the renin-angiotensin system in chronic renal allograft rejection. Kidney International – Supplement. 1995; 52:S102–S106."
"CG73ST280","CG73","","ST280","280  Epstein M. Aldosterone as a mediator of progressive renal disease: pathogenetic and clinical implications. American Journal of Kidney Diseases. 2001; 37(4):677–688."
"CG73ST281","CG73","","ST281","281  Rossing K, Schjoedt KJ, Smidt UM et al. Beneficial effects of adding spironolactone to recommended antihypertensive treatment in diabetic nephropathy: a randomized, double-masked, cross-over study. Diabetes Care. 2005; 28(9):2106–2112."
"CG73ST282","CG73","","ST282","282  van den Meiracker AH, Baggen RG, Pauli S et al. Spironolactone in type 2 diabetic nephropathy: Effects on proteinuria, blood pressure and renal function. Journal of Hypertension. 2006; 24(11):2285–2292."
"CG73ST283","CG73","","ST283","283  Chrysostomou A, Pedagogos E, MacGregor L et al. Double-blind, placebo-controlled study on the effect of the aldosterone receptor antagonist apironolactone in patients who have persistent proteinuria and are on long-term angiotensin-converting enzyme inhibitor therapy, with or without an angiotensin II receptor blocker. Clin J Am Soc Nephrol. 2006; 1(2):256–262."
"CG73ST284","CG73","","ST284","284  Bianchi S, Bigazzi R, Campese VM. Long-term effects of spironolactone on proteinuria and kidney function in patients with chronic kidney disease. Kidney International. 2006; 70(12):2116–2123."
"CG73ST285","CG73","","ST285","285  Rachmani R, Slavachevsky I, Amit M et al. The effect of spironolactone, cilazapril and their combination on albuminuria in patients with hypertension and diabetic nephropathy is independent of blood pressure reduction: a randomized controlled study. Diabetic Medicine. 2004; 21(5):471–475."
"CG73ST286","CG73","","ST286","286  Oda H, Keane WF. Recent advances in statins and the kidney. Kidney International – Supplement. 1999; 71: S2–5, 1999 Jul.:S2–S5."
"CG73ST287","CG73","","ST287","287  Oda H, Keane WF. Lipids in progression of renal disease. Kidney International – Supplement. 1997; 62: S36–8, 1997 Nov.:S36–S38."
"CG73ST288","CG73","","ST288","288  O’Donnell MP, Kasiske BL, Kim Y et al. Lovastatin inhibits proliferation of rat mesangial cells. Journal of Clinical Investigation. 1993; 91:83–87."
"CG73ST289","CG73","","ST289","289  Douglas K, O’Malley PG, Jackson JL. Meta-analysis: the effect of statins on albuminuria (Provisional record). Annals of Internal Medicine. 2006; 145(2):117–124."
"CG73ST290","CG73","","ST290","290  Sandhu S, Wiebe N, Fried LF et al. Statins for improving renal outcomes: a meta-analysis. Journal of the American Society of Nephrology. 2006; 17(7):2006–2016."
"CG73ST291","CG73","","ST291","291  Strippoli GF, Navaneethan SD, Johnson DW et al. Effects of statins in patients with chronic kidney disease: meta-analysis and meta-regression of randomised controlled trials. British Medical Journal. 2008; 336(7645):645–651."
"CG73ST292","CG73","","ST292","292  Anon. Randomised trial of cholesterol lowering in 4444 patients with coronary heart disease: the Scandinavian Simvastatin Survival Study (4S). Lancet. 1994; 344(8934):1383–1389."
"CG73ST293","CG73","","ST293","293  Cheung BM, Lauder IJ, Lau CP et al. Meta-analysis of large randomized controlled trials to evaluate the impact of statins on cardiovascular outcomes. British Journal of Clinical Pharmacology. 2004; 57(5): 640–651."
"CG73ST294","CG73","","ST294","294  Heart Protection Study Collaborative Group. MRC/BHF Heart Protection Study of cholesterol lowering with simvastatin in 20,536 high-risk individuals: a randomised placebo-controlled trial. Lancet. 2002; 360(9326):7–22."
"CG73ST295","CG73","","ST295","295  Wanner C, Krane V, Marz W et al. Atorvastatin in patients with type 2 diabetes mellitus undergoing hemodialysis. New England Journal of Medicine. 2005; 353(3):238–248."
"CG73ST296","CG73","","ST296","296  Kasiske BL, O’Donnell MP, Garvis WJ et al. Pharmacologic treatment of hyperlipidemia reduces glomerular injury in rat 5/6 nephrectomy model of chronic renal failure. Circulation Research. 1988; 62(2):367–374."
"CG73ST297","CG73","","ST297","297  Kasiske BL, O’Donnell MP, Cleary MP et al. Treatment of hyperlipidemia reduces glomerular injury in obese Zucker rats. Kidney International. 1988; 33(3):667–672."
"CG73ST298","CG73","","ST298","298  O’Donnell MP, Kasiske BL, Kim Y et al. Lovastatin retards the progression of established glomerular disease in obese Zucker rats. American Journal of Kidney Diseases. 1993; 22(1):83–89."
"CG73ST299","CG73","","ST299","299  Fried LF, Orchard TJ, Kasiske BL. Effect of lipid reduction on the progression of renal disease: a meta- analysis. Kidney International. 2001; 59(1):260–269."
"CG73ST300","CG73","","ST300","300  Kwan BC, Kronenberg F, Beddhu S et al. Lipoprotein  metabolism  and  lipid  management  in  chronic kidney disease. Journal of the American Society of Nephrology. 2007; 18(4):1246–1261."
"CG73ST301","CG73","","ST301","301  Tonelli M, Collins D, Robins S et al. Gemfibrozil for secondary prevention of cardiovascular events in mild to moderate chronic renal insufficiency. Kidney International. 2004; 66(3):1123–1130."
"CG73ST302","CG73","","ST302","302  Chonchol M, Cook T, Kjekshus J et al. Simvastatin for secondary prevention of all-cause mortality and major coronary events in patients with mild chronic renal insufficiency. American Journal of Kidney Diseases. 49(3); 373–382."
"CG73ST303","CG73","","ST303","303  Rabelink TJ, Zwaginga JJ, Koomans HA et al. Thrombosis and hemostasis in renal disease. Kidney International. 1994; 46(2):287–296."
"CG73ST304","CG73","","ST304","304  Steiner RW, Coggins C, Carvalho AC. Bleeding time in uremia: a useful test to assess clinical bleeding. American Journal of Hematology. 1979; 7(2):107–117."
"CG73ST305","CG73","","ST305","305  Gordge MP, Neild GH. Platelet function in uraemia. Platelets. 1991; 2(115)"
"CG73ST306","CG73","","ST306","306  Mezzano D, Tagle R, Panes O et al. Hemostatic disorder of uremia: the platelet defect, main determinant of the prolonged bleeding time, is correlated with indices of activation of coagulation and fibrinolysis. Thrombosis & Haemostasis. 1996; 76(3):312–321."
"CG73ST307","CG73","","ST307","307  Remuzzi G, Perico N, Zoja C et al. Role of endothelium-derived nitric oxide in the bleeding tendency of uremia. Journal of Clinical Investigation. 1990; 86(5):1768–1771."
"CG73ST308","CG73","","ST308","308  Gordge MP, Faint RW, Rylance PB et al. Platelet function and the bleeding time in progressive renal failure. Thrombosis and Haemostasis. 1988; 60(1):83–87."
"CG73ST309","CG73","","ST309","309  Escolar G, Cases A, Bastida E et al. Uremic platelets have a functional defect affecting the interaction of von Willebrand factor with glycoprotein IIb–IIIa. Blood. 1990; 76(7):1336–1340."
"CG73ST310","CG73","","ST310","310  Keltai M, Tonelli M, Mann JFE et al. Renal function and outcomes in acute coronary syndrome: Impact of clopidogrel. European Journal of Cardiovascular Prevention & Rehabilitation. 2007; 14(2):312–318."
"CG73ST311","CG73","","ST311","311  Ezekowitz J, McAlister FA, Humphries KH et al. The association among renal insufficiency, pharmacotherapy, and outcomes in 6,427 patients with heart failure and coronary artery disease. Journal of the American College of Cardiology. 2004; 44(8):1587–1592."
"CG73ST312","CG73","","ST312","312  Krause MW, Massing M, Kshirsagar A et al. Combination therapy improves survival after acute myocardial infarction in the elderly with chronic kidney disease. Renal Failure. 2004; 26(6):715–725."
"CG73ST313","CG73","","ST313","313  Gibney EM, Casebeer AW, Schooley LM et al. Cardiovascular medication use after coronary bypass surgery in patients with renal dysfunction: A National Veterans Administration study. Kidney International. 2005; 68(2):826–832."
"CG73ST314","CG73","","ST314","314  Vaziri ND, Freel RW, Hatch M. Effect of chronic experimental renal insufficiency on urate metabolism. Journal of the American Society of Nephrology. 1995; 6(4):1313–1317."
"CG73ST315","CG73","","ST315","315  Foley RN, Wang C, Ishani A et al. NHANES III: influence of race on GFR thresholds and detection of metabolic abnormalities. Journal of the American Society of Nephrology. 2007; 18(9):2575–2582."
"CG73ST316","CG73","","ST316","316  Chonchol M, Shlipak MG, Katz R et al. Relationship of uric acid with progression of kidney disease. American Journal of Kidney Diseases. 2007; 50(2):239–247."
"CG73ST317","CG73","","ST317","317  Nakagawa T, Kang DH, Feig D et al. Unearthing uric acid: An ancient factor with recently found significance in renal and cardiovascular disease. Kidney International. 2006; 69(10):1722–1725."
"CG73ST318","CG73","","ST318","318  Sanchez-Lozada LG, Tapia E, Santamaria J et al. Mild hyperuricemia induces vasoconstriction and maintains glomerular hypertension in normal and remnant kidney rats. Kidney International. 2005; 67(1):237–247."
"CG73ST319","CG73","","ST319","319  Nakagawa T, Mazzali M, Kang DH et al. Hyperuricemia causes glomerular hypertrophy in the rat. American Journal of Nephrology 2003; 23(1):2–7."
"CG73ST320","CG73","","ST320","320  Johnson RJ, Kang DH, Feig D et al. Is there a pathogenetic role for uric acid in hypertension and cardiovascular and renal disease? Hypertension. 2003; 41(6):1183–1190."
"CG73ST321","CG73","","ST321","321  Siu YP, Leung KT, Tong MK et al. Use of allopurinol in slowing the progression of renal disease through its ability to lower serum uric acid level. American Journal of Kidney Diseases. 2006; 47(1):51–59."
"CG73ST322","CG73","","ST322","322  Yamagata K, Takahashi H, Tomida C et al. Prognosis of asymptomatic hematuria and/or proteinuria in men. High prevalence of IgA nephropathy among proteinuric patients found in mass screening. Nephron. 2002; 91(1):34–42."
"CG73ST323","CG73","","ST323","323  Martin KJ, Gonzalez EA. Metabolic bone disease in chronic kidney disease. Journal of the American Society of Nephrology. 2007; 18(3):875–885."
"CG73ST324","CG73","","ST324","324  Hsu CY, Chertow GM. Elevations of serum phosphorus and potassium in mild to moderate chronic renal insufficiency. Nephrology Dialysis and Transplantation. 2002; 17(8):1419–1425."
"CG73ST325","CG73","","ST325","325  Chonchol M, Scragg R. 25-Hydroxyvitamin D, insulin resistance, and kidney function in the Third National Health and Nutrition Examination Survey. Kidney International. 2007; 71(2):134–139."
"CG73ST326","CG73","","ST326","326  LaClair RE, Hellman RN, Karp SL et al. Prevalence of calcidiol deficiency in CKD: a cross-sectional study across latitudes in the United States. American Journal of Kidney Diseases. 2005; 45(6):1026–1033."
"CG73ST327","CG73","","ST327","327  Craver L, Marco MP, Martinez I et al. Mineral metabolism parameters throughout chronic kidney disease stages 1–5 – Achievement of K/DOQI target ranges. Nephrology Dialysis and Transplantation. 2007; 22(4):1171–1176."
"CG73ST328","CG73","","ST328","328  Levin A, Bakris GL, Molitch M et al. Prevalence of abnormal serum vitamin D, PTH, calcium, and phosphorus in patients with chronic kidney disease: results of the study to evaluate early kidney disease. Kidney International. 2007; 71(1):31–38."
"CG73ST329","CG73","","ST329","329  St John A., Thomas MB, Davies CP et al. Determinants of intact parathyroid hormone and free 1,25- dihydroxyvitamin D levels in mild and moderate renal failure. Nephron. 1992; 61(4):422–427."
"CG73ST330","CG73","","ST330","330  Miller PD. Treatment of osteoporosis in chronic kidney disease and end-stage renal disease. Current Osteoporosis Reports. 2005; 3(1):5–12."
"CG73ST331","CG73","","ST331","331  Fujii N, Hamano T, Mikami S et al. Risedronate, an effective treatment for glucocorticoid-induced bone loss in CKD patients with or without concomitant active vitamin D (PRIUS-CKD). Nephrology Dialysis and Transplantation. 2007; 22(6):1601–1607."
"CG73ST332","CG73","","ST332","332  Kikuchi Y, Imakiire T, Yamada M et al. Effect of risedronate on high-dose corticosteroid-induced bone loss in patients with glomerular disease. Nephrology Dialysis and Transplantation. 2007; 22(6):1593–1600."
"CG73ST333","CG73","","ST333","333  Miller PD, Roux C, Boonen S et al. Safety and efficacy of risedronate in patients with age-related reduced renal function as estimated by the Cockcroft and Gault method: a pooled analysis of nine clinical trials. Journal of Bone & Mineral Research. 2005; 20(12):2105–2115."
"CG73ST334","CG73","","ST334","334  Jamal SA, Bauer DC, Ensrud KE et al. Alendronate treatment in women with normal to severely impaired renal function: an analysis of the fracture intervention trial. Journal of Bone & Mineral Research. 2007; 22(4):503–508."
"CG73ST335","CG73","","ST335","335  Baker LR, Abrams L, Roe CJ et al. 1,25(OH)2D3 administration in moderate renal failure: a prospective double-blind trial. Kidney International. 1989; 35(2):661–669."
"CG73ST336","CG73","","ST336","336  Nordal KP, Dahl E. Low dose calcitriol versus placebo in patients with predialysis chronic renal failure. Journal of Clinical Endocrinology & Metabolism. 1988; 67(5):929–936."
"CG73ST337","CG73","","ST337","337  Przedlacki J, Manelius J, Huttunen K. Bone mineral density evaluated by dual-energy X-ray absorptiometry after one-year treatment with calcitriol started in the predialysis phase of chronic renal failure. Nephron. 1995; 69(4):433–437."
"CG73ST338","CG73","","ST338","338  Ritz E, Kuster S, Schmidt-Gayk H et al. Low-dose calcitriol prevents the rise in 1,84 iPTH without affecting serum calcium and phosphate in patients with moderate renal failure (prospective placebo-controlled multicentre trial). Nephrology Dialysis and Transplantation. 1995; 10(12):2228–2234."
"CG73ST339","CG73","","ST339","339  Christiansen C, Rodbro P, Christensen MS et al. Deterioration of renal function during treatment of chronic renal failure with 1,25-dihydroxycholecalciferol. Lancet. 1978; 2(8092:Pt 1):700–703."
"CG73ST340","CG73","","ST340","340  Hamdy NA, Kanis JA, Beneton MN et al. Effect of alfacalcidol on natural course of renal bone disease in mild to moderate renal failure. British Medical Journal. 1995; 310(6976):358–363."
"CG73ST341","CG73","","ST341","341  Rix M, Eskildsen P, Olgaard K. Effect of 18 months of treatment with alfacalcidol on bone in patients with mild to moderate chronic renal failure. Nephrology Dialysis and Transplantation. 2004; 19(4):870–876."
"CG73ST342","CG73","","ST342","342  Coyne D, Acharya M, Qiu P et al. Paricalcitol capsule for the treatment of secondary hyperparathyroidism in stages 3 and 4 CKD. American Journal of Kidney Diseases. 2006; 47(2):263–276."
"CG73ST343","CG73","","ST343","343  Al-Aly Z, Quazi RA, Gonzalez EA et al. Changes in Serum 25-Hydroxyvitamin D and Plasma Intact PTH Levels Following Treatment With Ergocalciferol in Patients With CKD. American Journal of Kidney Diseases. 2007; 50(1):59–68."
"CG73ST344","CG73","","ST344","344  British National Formulary (57).  2008.  UK:  BMJ Publishing  Group Ltd and RPS  Publishing. http://www.bnf.org/bnf/"
"CG73ST345","CG73","","ST345","345  Department of Health. Creating a patient-led NHS-delivering the NHS improvement plan. London: UK: Department of Health, 2005."
"CG73ST346","CG73","","ST346","346  Department of Health. Supporting People with Long Term Conditions. An NHS and Social Care Model to support local innovation and integration. London: UK: Department of Health, 2005."
"CG73ST347","CG73","","ST347","347  Department of Health. National Service Framework for Renal Services – Part One: dialysis and Transplantation. London: UK: Department of Health, 2004."
"CG73ST348","CG73","","ST348","348  Ormandy P, Hulme CT, Caress AL, et al. Executive Summary: Identifying chronic kidney disease patients’ priorities and preferences for information topics. Salford: UK: Institute for Health and Social Care Research Report, Univeristy of Salford, 2007."
"CG73ST349","CG73","","ST349","349  Coulter A, Entwistle V, Gilbert D. Sharing decisions with patients: is the information good enough? British Medical Journal. 1999; 318(7179):318–322."
"CG73ST350","CG73","","ST350","350  Bekker H, Thornton JG, Airey CM et al. Informed decision making: an annotated bibliography and systematic review. Health Technology Assessment. 1999; 3(1):1–156."
"CG73ST351","CG73","","ST351","351  Manns BJ, Taub K, Vanderstraeten C et al. The impact of education on chronic kidney disease patients’ plans to initiate dialysis with self-care dialysis: a randomized trial. Kidney International. 2005; 68(4): 1777–1783."
"CG73ST352","CG73","","ST352","352  Inaguma D, Tatematsu M, Shinjo H et al. Effect of an educational program on the predialysis period for patients with chronic renal failure. Clinical & Experimental Nephrology. 2006; 10(4):274–278."
"CG73ST353","CG73","","ST353","353  Lindberg JS, Husserl FE, Ross JL et al. Impact of multidisciplinary, early renal education on vascular access placement. Nephrology News & Issues. 2005; 19(3):35–36."
"CG73ST354","CG73","","ST354","354  Levin A, Lewis M, Mortiboy P et al. Multidisciplinary predialysis programs: quantification and limitations of their impact on patient outcomes in two Canadian settings. American Journal of Kidney Diseases. 1997; 29(4):533–540."
"CG73ST355","CG73","","ST355","355  Anandarajah S, Tai T, de Lusignan S et al. The validity of searching routinely collected general practice computer data to identify patients with chronic kidney disease (CKD): a manual review of 500 medical records. Nephrology Dialysis and Transplantation. 2005; 20(10):2089–2096."
"CG73ST356","CG73","","ST356","356  Richards N, Harris K, Whitfield M et al. The impact of population-based identification of chronic kidney disease using estimated gloerular filtration rate (eGFR) reporting. Nephrology Dialysis and Transplantation. 2008; 23(2): 556–561."
"CG73ST357","CG73","","ST357","357  Richards N, Harris K, Whitfield M et al. Primary care-based disease management of chronic disease (CKD), based on estimated glomerular filtration rate (eGFR) reporting, improves patient outcomes. Nephrology Dialysis and Transplantation. 2008; 23(2): 549–555."
"CG73ST358","CG73","","ST358","358  Hemmelgarn BR, Culleton BF, Ghali WA. Derivation and validation of a clinical index for prediction of rapid progression of kidney dysfunction. QJM: monthly journal of the Association of Physicians. 2007; 100(2):87–92."
"CG73ST359","CG73","","ST359","359  Weiner DE, Tighiouart H, Elsayed EF et al. The Framingham predictive instrument in chronic kidney disease. Journal of the American College of Cardiology. 2007; 50(3):217–224."
"CG73ST360","CG73","","ST360","360  Garg AX, Bryce AK, William FC et al. Albuminuria and renal insufficiency prevalence guides population screening: Results from the NHANES III. Kidney International. 2002; 61(6):2165."
"CG73ST361","CG73","","ST361","361  Iseki K, Ikemiya Y, Kinjo K et al. Prevalence of high fasting plasma glucose and risk of developing end- stage renal disease in screened subjects in Okinawa, Japan. Clinical & Experimental Nephrology. 2004; 8(3):250–256."
"CG73ST362","CG73","","ST362","362  Whitfield M, Holmes M. Final report to Optimal Renal Care UK Ltd. A cost and clinical effectiveness evaluation of a “disease management programme” for chronic kidney disease (CKD). Sheffield: Sheffield School of Health and Related Research, 2007."
"CG73ST363","CG73","","ST363","363  Government Actuary’s Department. Interim life tables. 2007. http://www.gad.gov.uk/Demography_ Data/Life_Tables/Interim_life_tables.asp"
"CG73ST364","CG73","","ST364","364  Curtis, L. Unit Costs of Health and Social Care. Canterbury: UK: Personal Social Services Research Unit, 2007."
"CG73ST365","CG73","","ST365","365  Department of Health. NHS reference Costs 2005 – 2006. UK: Department of Health, 2006."
"CG73ST366","CG73","","ST366","366  Fretheim A, Oxman AD. International variation in prescribing antihypertensive drugs: its  extent  and possible explanations. BMC Health Services Research. 2005; 5(1):21."
"CG73ST367","CG73","","ST367","367  Klebe B, Irving J, Stevens PE et al. The cost of implementing UK guidelines for the management of chronic kidney disease. Nephrology Dialysis and Transplantation. 2007; 22(9):2504–2512."
"CG73ST368","CG73","","ST368","368  The Information Centre for Health and Social Care. HESonline. 2007. UK: The Information Centre for Health and Social Care. www.hesonline.nhs.uk"
"CG73ST369","CG73","","ST369","369  Palmer AJ, Valentine WJ, Ray JA. Irbesartan treatment of patients with type 2 diabetes, hypertension and renal disease: a UK health economics analysis. International Journal of Clinical Practice. 2007; 61(10):1626–1633."
"CG73ST370","CG73","","ST370","370  UK Transplant. Cost effectiveness of transplantation.:[1–87] Available from: UK Transplant. Last accessed on: 27 Feb, 2008."
"CG73ST371","CG73","","ST371","371  Baboolal K, McEwan P, Sondhi S et al. The cost of renal dialysis in a UK setting—a multicentre study. Nephrology Dialysis and Transplantation. 2008; 23(6): 1982–1989."
"CG73ST372","CG73","","ST372","372  de Wit GA, Merkus MP, Krediet RT et al. Health profiles and health preferences of dialysis patients. Nephrology Dialysis and Transplantation. 2002; 17(1):86–92."
"CG73ST379","CG73","","ST379","379 Speckman RA, McClellan WM, Volkova NV, Jurkovitz CT, Satko SG, Schoolwerth AC et al.  Obesity is associated with family history of ESRD in incident dialysis patients. American Journal 33 of Kidney Diseases. 2006; 48(1):50-58"
"CG73ST380","CG73","","ST380","380St John A., Thomas MB, Davies CP, Mullan B, Dick I, Hutchison B et al. Determinants of intact parathyroid hormone and free 1,25-dihydroxyvitamin D levels in mild and moderate renal  failure. Nephron. 1992; 61(4):422-427"
